TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f010784,슬로우오션&히든포레스트풀빌라,1,3,Y,,,4,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-11 10:02,1,231570,포항 슬로우오션풀빌라(성수기 얼리버드) 
f_f010784,슬로우오션&히든포레스트풀빌라,2,3,Y,,,4,,히든포레스트,경북 포항시 북구 송라면 동해대로3218번길 21-8,경북 포항시 북구 송라면 지경리 407-40,4712158,4711333029,2023-08-28 15:41,1,40000,
f_f010978,대구동문동현대썬앤빌중앙로오피스텔,1,11,Y,,,1,,에어비앤비,,,,,2023-08-17 11:03,1,62386,숙박비
f_f011268,씨리즈호텔,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-11 13:29,1,65000,디럭스(슈퍼킹베드/영화관모드) 숙박비 
f_f011303,숙소 에어비엔비,1,11,Y,,,4,,에어비앤비,,,,,2023-07-18 10:28,1,225283,숙박비
f_f011863,펜트하우스펜션,1,3,Y,,,2,,떠나요닷컴,서울 성동구 광나루로6길 48,서울 성동구 성수동2가 279-14,4109035,1120011500,2023-08-20 00:00,1,290000,발트하우스2
f_f011949,블루문게스트하우스,1,7,Y,,,3,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-25 17:05,1,59800,[강원 게스트하우스]태백 블루문 게스트하우스
f_f012113,동해보양온천컨벤션호텔,0,1,Y,,,4,,,강원특별자치도 동해시 동해대로 6285,강원특별자치도 동해시 망상동 396-18,,,,1,138000,
f_f012595,이그니스호텔,0,2,Y,,,2,,,부산 부산진구 황령대로 19,부산 부산진구 범천동 859-31,,,,5,90000,
f_f012624,에오스호텔,0,1,Y,,,2,,,대구 중구 중앙대로81길 22,,,,,5,45000,
f_f012976,세빈호텔,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-22 00:15,3,70000,강릉 경포대 세빈
f_f012987,연인들의사랑이야기펜션,0,3,Y,,,3,,,강원특별자치도 강릉시 성산면 삼포암길 45,강원특별자치도 강릉시 성산면 어흘리 456,,,,1,187260,
f_f013057,펜션큐브,1,3,Y,,,4,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-22 13:28,1,210000,영덕 큐브펜션
f_f013167,호텔5월,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-24 22:40,1,57000,부산 기장 부띠끄호텔 5월로
f_f013320,노마드인 강릉,0,7,Y,,,1,,,강원특별자치도 강릉시 송정길33번길 25-16,,,,,4,34000,
f_f013422,휴식주머니펜션,0,3,Y,,,2,,,강원특별자치도 강릉시 사천면 진리항구길 17,강원특별자치도 강릉시 사천면 사천진리 86-195,,,,4,230000,
f_f013942,H moment,0,7,Y,,,6,,,우동 627-1,,,,,1,252174,
f_f014097,물건45펜션,0,3,Y,,,2,,,경남 남해군 삼동면 동부대로1122번길 74-5,경남 남해군 삼동면 물건리 45,,,,5,175000,
f_f014104,해해해캠핑장,1,5,Y,,,5,,주식회사 하비비커뮤니케이션,서울 마포구 어울마당로 136-16,서울 마포구 서교동 347-6,3113015,1144012000,2023-08-27 14:56,1,50000,해해해 캠핑장 예약 
f_f014131,한국가스공사 정선연수원,0,4,Y,,,3,,,강원특별자치도 정선군 북평면 송석길 287-14,강원특별자치도 정선군 북평면 남평리 563-1,,,,4,0,
f_f014140,놀게스트하우스,1,7,Y,,,2,,㈜여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-28 00:00,3,33300,숙박비
f_f014163,아카펠라 게스트하우스,1,7,Y,,,1,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-28 12:01,1,40000,숙박비
f_f014170,무지개운게스트하우스,0,7,Y,,,2,,,강원특별자치도 강릉시 창해로 461,강원특별자치도 강릉시 강문동 260-26,,,,1,79000,
f_f014175,속초마리나베이,1,1,Y,,,3,, Marinabay Sokcho,강원특별자치도 속초시 청초호반로 28,강원특별자치도 속초시 조양동 1558-2,3223018,5121010800,2023-08-29 00:00,1,0,숙박비
f_f016699,화왕산스파호텔,1,1,N,,,2,,(주)대영 화왕산호텔,경남 창녕군 부곡면 온천1길 3,,4823514,4874042022,2023-09-17 12:07,1,30000,숙박비
