TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
f_f000935,2305270002,1,0,0,2,2,1098120092,망향(부산)휴게소,충남 천안시 서북구 성거읍 돌다리길 23-37,충남 천안시 서북구 성거읍 요방리 121,4550109,4413325331,2023-05-27 10:57,1,4000,치즈핫도그(델리핫도그),
f_f000935,2305270003,1,0,0,2,2,4028515254,덕유산(통영)휴게소,전북 장수군 계북면 통영대전고속도로 147,,1000016,4574036027,2023-05-27 15:08,1,4000,홍대와플)십원빵,
f_f000935,2305280002,2,1,1,1,2,1378204361,디오베이(대여),경남 거제시 남부면 도장포1길 50,경남 거제시 남부면 갈곶리 303,4811186,4831033025,2023-05-28 13:57,1,10000,,
f_f000935,2305280004,2,1,1,1,2,1268105325,탐앤탐스(휴)인삼랜드(상),충남 금산군 군북면 대암길 34-30,,4571117,4471034023,2023-05-28 18:18,1,4900,ICE 카페 아메리카노,
f_f000935,2305280004,2,1,1,2,2,1268105325,금산인삼랜드(대전)휴,충남 금산군 군북면 대암길 34-30,,4571117,4471034023,2023-05-28 18:16,1,7300,바베큐오징어;트롤리사우어,
f_f000935,2305270002,2,3,3,1,2,3121490678,망향(하)주유소,충남 천안시 서북구 성거읍 석문길 98,충남 천안시 서북구 성거읍 요방리 121,4550316,4413325331,2023-05-27 11:25,1,69000,주유비,
f_f000935,2305270006,3,3,3,1,2,,통제영주차장,경남 통영시 세병로 26,,3333018,4822010600,2023-05-27 18:29,1,1100,주차비,
f_f000940,2306050005,1,0,0,1,4,5051284624,경주단골식당,경북 경주시 충효녹지길 30,경북 경주시 충효동 3003-5,4716182,4713011400,2023-06-05 18:07,1,35000,공기밥;순대국밥;오징어불고기,
f_f000940,2306050007,1,0,0,1,4,4335600041,GS25,경북 경주시 첨성로 161,경북 경주시 인왕동 815-1,3305057,4713011200,2023-06-05 19:25,3,5800,복숭아컵,
f_f000940,2306050009,1,0,0,1,4,4050997080,카페일팔구사(1894),경북 경주시 포석로1068번길 23,경북 경주시 황남동 238-1,4716229,4713011000,2023-06-05 20:41,1,15000,눈꽃팥빙수,
f_f000940,2306060002,1,0,0,1,4,8110700146,반월성화덕피자,경북 경주시 알천남로 316,,3305038,4713012200,2023-06-06 12:32,1,51000,spa왕새우칠리;Ris치킨머쉬룸;piz고르곤졸라,
f_f000940,2306060004,1,0,0,1,4,2018121515,스타벅스,경북 경주시 첨성로 125,경북 경주시 황남동 140-2,3305057,4713011000,2023-06-06 15:24,1,15000,I-G)아메리카노;I-G)카페 라떼;생크림 카스텔라,
f_f000940,2306050003,3,0,0,1,4,,경주시시설관리공단,경북 경주시 황성공원로 29,경북 경주시 황성동 1022-1,3352714,4713012400,2023-06-05 00:00,1,4500,경주 무열왕릉 입장권,
f_f000952,2305220002,1,0,0,1,4,6118505762,거창(상)휴게소,경남 거창군 가조면 가조가야로 1523,,3019081,4888040026,2023-05-22 11:13,1,15000,돼지김치찌개;유부우동,
f_f000952,2305220003,1,0,0,1,4,5026260026,세븐일레븐,경북 경주시 일정로 186,경북 경주시 인왕동 76,3305050,4713011200,2023-05-22 15:06,1,13500,칠성)솔의눈;광동)제주삼다수;농심)카프리썬오렌지망고;롯데)NEW베이컨김치볶음밥;그린)NEW스팸김치볶음밥,
f_f000952,2305220005,1,0,0,1,4,5051582044,백년손님,경북 경주시 포석로1050번길 32,경북 경주시 황남동 177-8,4716228,4713011000,2023-05-22 19:01,1,43600,돼지석쇠,
f_f000952,2305230005,1,0,0,1,4,6892700682,청년분식,경북 경주시 포석로 1093,경북 경주시 황남동 273-4,3305063,4713011000,2023-05-23 16:57,1,9000,,
f_f000952,2305230007,1,0,0,1,4,1441700837,황남짬뽕,경북 경주시 첨성로81번길 13,경북 경주시 황남동 315-6,4716145,4713011000,2023-05-23 18:33,1,26000,짜장면;탕수육(미니);황남,
f_f000952,2305230008,1,0,0,1,4,3983301277,황남쫀드기 대릉원,경북 경주시 포석로1050번길 45-13,경북 경주시 황남동 211-11,4716228,4713011000,2023-05-23 19:38,1,5000,쫀+맥,
f_f000952,2305240001,1,0,0,1,4,6644200032,이웃집쿠로보,경북 경주시 포석로 1073,경북 경주시 황남동 290-3,3305063,4713011000,2023-05-24 11:28,1,10000,,
f_f000952,2305240003,1,0,0,1,4,7110701369,조돌칼국수,경북 경주시 북군길 3-6,경북 경주시 북군동 산 116,4715517,4713014000,2023-05-24 15:17,1,33000,,
f_f000952,2305240004,1,0,0,1,4,6118505758,(주)엠에스 거창(하)휴게소,경남 거창군 가조면 가조가야로 1543-81,경남 거창군 가조면 도리 산 181,3019081,4888040026,2023-05-24 16:58,1,3200,아몬드초코볼;생생톤,
f_f000952,2305220006,3,0,0,1,4,,동궁과 월지,,,,,2023-05-22 19:41,1,8000,입장권,
f_f000952,2305230001,3,0,0,1,4,,불국사주차장,경북 경주시 불국로 385,,3305029,4713013400,,1,1000,주차비,
f_f000952,2305240002,3,0,0,1,4,5051391646,대산도예,경북 경주시 보불로 213,경북 경주시 하동 184,3305022,4713013300,2023-05-23 08:19,1,24999,대산도예,
f_f000952,2305240001,1,0,0,2,4,3031567511,경주 황금십원빵,경북 경주시 포석로 1083,경북 경주시 황남동 278-1,3305063,4713011000,2023-05-24 11:11,1,3000,,
f_f000952,2305230003,1,1,1,1,4,6138122003,이상복 경주방 본가,경북 경주시 첨성로 169,,3305057,4713011200,2023-05-23 13:33,1,11000,경주빵10,
f_f000952,2305240001,2,1,1,1,4,2483500564,최영화빵,경북 경주시 포석로1095번길 2,경북 경주시 황남동 271-46,4716232,4713011000,2023-05-24 11:20,1,30000,최영화빵 10개,
f_f000952,2305230004,2,2,2,1,4,6840202324,프롬상록,경북 경주시 포석로1068번길 17-5,경북 경주시 황남동 77,4716229,4713011000,2023-05-23 15:23,1,24500,커스터드;오레오;황치즈;4구 패키지;멜팅아몬드,
f_f000959,2305210003,1,0,0,1,4,6217600063,토마틸로(포항점),경북 포항시 북구 해안로 221,경북 포항시 북구 두호동 139-2,3304045,4711312000,2023-05-21 12:49,1,71000,,
f_f000959,2305210004,1,0,0,1,4,4702100709,팜테이블영일대점,경북 포항시 북구 해안로 211,경북 포항시 북구 두호동 169,3304045,4711312000,2023-05-21 14:25,1,33400,망고바나나주스;ICE딸기라떼;초코+그래놀라,
f_f000959,2305220001,1,0,0,1,4,1018130747,한화호텔앤드리조트(주)/경주,경북 경주시 보문로 182-27,,3305021,4713014000,2023-05-22 11:44,1,18100,,
f_f000959,2305220006,1,0,0,1,4,5051347209,낙지마실,경북 경주시 북군길 9,경북 경주시 북군동 229-7,4715517,4713014000,2023-05-22 19:23,1,34500,,
f_f000959,2305210002,2,0,0,1,4,6444300393,CU,부산 수영구 망미배산로 28,부산 수영구 망미동 445-29,3006055,2650010100,2023-05-21 07:58,1,3800,연세)우유생크림빵:부산흰우유,
f_f000959,2305210006,2,0,0,1,4,2208160348,홈플러스,경북 경주시 공단로 97,경북 경주시 용강동 800-11,3305008,4713012500,2023-05-21 18:24,1,6310,,
f_f000959,2305210013,1,1,1,1,4,7110701369,조돌칼국수,경북 경주시 북군길 3-6,경북 경주시 북군동 산 116,4715517,4713014000,2023-05-21 20:37,1,17000,,
f_f000959,2305220005,3,1,1,1,4,5058201330,불국사주차장,경북 경주시 불국로 385,경북 경주시 진현동 15-1,3305029,4713013400,2023-05-22 17:04,1,1000,주차비,
f_f000959,2305220004,2,2,2,1,4,1682600927,공차,경북 경주시 계림로 101,,3305007,4713010600,2023-05-22 15:52,1,8100,초콜렛 밀크티;슈스틱(초코),
f_f000973,2305270005,1,0,0,1,3,,홍찜닭,경북 문경시 당교2길 35,경북 문경시 모전동 1089,4853742,4728011000,2023-05-27 20:33,1,35000,바로찜닭(뼈닭)외2,
f_f000973,2305280001,1,0,0,1,3,2068190716,다온정,경기 광명시 새터로 44-9,,3187064,4121010100,2023-05-28 11:59,1,37000,,
f_f000973,2305280002,1,0,0,1,3,6228700683,(주)가은팜스테이션,경북 문경시 가은읍 대야로 2441,경북 문경시 가은읍 왕능리 536,3000183,4728025321,2023-05-28 12:15,1,13000,아메리카노 ICE;어린이사과주스,
f_f000973,2305280004,1,0,0,1,3,2089243587,초계한우(식육점),경북 문경시 호계면 부천로 136,경북 문경시 호계면 막곡리 173-5,3312009,4728033030,2023-05-28 19:46,1,193000,,
f_f000973,2305290001,1,0,0,1,3,4563300521,고더스커피로스터리,경북 문경시 가은읍 공단강변길 17,경북 문경시 가은읍 왕능리 68,4736052,4728025321,2023-05-29 11:27,1,29500,은성광업소;아이스아메리카노;바스크치즈케익;에그타르트;오자에이드;앙 버터 프레첼,
f_f000973,2305290003,1,0,0,1,3,5110745845,메밀꽃필무렵,경북 문경시 신흥1길 11-3,경북 문경시 흥덕동 806-4,4736422,4728010300,2023-05-29 14:18,1,42000,,
f_f000973,2305290004,1,0,0,1,3,7422101544,애플문,경북 문경시 문경읍 새재로 587-10,경북 문경시 문경읍 진안리 55,3000165,4728025027,2023-05-29 14:53,1,60400,파이상자;애플파이;애플쨈쿠키;페스츄리;ICE아메리카노;사과에이드;샌드쿠키,
f_f000973,2305290002,3,0,0,1,3,5058600514,농업회사법인 (주)오미원,경북 문경시 당교5길 7,경북 문경시 모전동 888-2,4736139,4728011000,2023-05-29 12:51,1,48500,오미자청세트;칸초컵,
f_f000973,2305270003,3,0,0,2,3,5118303816,문경새재(오픈세트장1),경북 문경시 문경읍 새재로 932,경북 문경시 문경읍 상초리 288-1,3000165,4728025030,2023-05-27 15:50,1,4000,입장권,
f_f000973,2305270003,3,0,0,3,3,5118303816,문경새재도립공원,경북 문경시 문경읍 새재로 932,경북 문경시 문경읍 상초리 288-1,3000165,4728025030,2023-05-27 15:29,1,11000,탑승권구입;주차비,
f_f000973,2305270002,1,1,1,1,3,2577500147,광부의행복밥상,경북 문경시 가은읍 대야로 2442,경북 문경시 가은읍 왕능리 537-3,3000183,4728025321,2023-05-27 14:55,1,33500,"행복-찌개,도시락,고기,두부,전;도시락;라면사리",
f_f000973,2305270004,3,1,1,1,3,1048611593,에스티엑스리조트주식회사,경북 문경시 농암면 청화로 509,,3311079,4728037025,2023-05-27 18:57,1,31200,,
f_f000973,2305280003,3,1,1,1,3,2068692572,문경 에코랄라,경북 문경시 가은읍 왕능길 114,,4736524,4728025321,2023-05-28 13:26,1,47000,입장권,
f_f000973,2305280003,3,1,1,2,3,2068692572,문경 에코랄라,경북 문경시 가은읍 왕능길 114,,4736524,4728025321,2023-05-28 13:29,1,29000,성인;어린이,
f_f000979,2305270004,1,0,0,1,4,2250215052,서부순대,강원 영월군 영월읍 서부시장길 4,강원 영월군 영월읍 하송리 5-3,4481131,4275025022,2023-05-27 14:22,1,39000,순대국밥;돼지국밥;모듬한접시대;공기밥,
f_f000979,2305270003,3,0,0,1,4,3458101478,한반도권역협동조합,강원 영월군 한반도면 안새내길 63-27,강원 영월군 한반도면 신천리 591-2,4481163,4275035523,2023-05-27 12:08,1,52000,탑승권구입,
f_f000979,2305270004,2,1,1,1,4,4580200862,서부할인마트,강원 영월군 영월읍 서부시장길 15,강원 영월군 영월읍 하송리 4-1,4481131,4275025022,2023-05-27 14:33,1,21400,아이시스;후룻바이더 풋;보석바;카스캔;테라,
f_f000979,2305270004,1,2,2,1,4,6938601178,일미닭강정주식회사,강원 영월군 영월읍 서부시장길 15,강원 영월군 영월읍 하송리 4-1,4481131,4275025022,2023-05-27 14:25,1,13000,,
f_f000979,2305280001,2,2,2,1,4,1421002335,이마트24,강원 영월군 김삿갓면 영월동로 1131-15,강원 영월군 김삿갓면 진별리 506-13,3227016,4275032521,2023-05-28 11:38,1,4800,밤까마귀길드_매콤제육김밥;더블숯불갈비맛&김치제육삼,
f_f000979,2305280001,2,2,2,2,4,1421002335,이마트24,강원 영월군 김삿갓면 영월동로 1131-15,강원 영월군 김삿갓면 진별리 506-13,3227016,4275032521,2023-05-28 11:28,1,10700,쿨피스톡제로파인애플;미성)오키오망고구미;아임이)단커피,
f_f001026,2305260003,1,0,0,1,4,1381037500,장수옥,경기 안양시 동안구 경수대로 499,경기 안양시 동안구 호계동 974-6,2012008,4117310400,2023-05-26 19:08,1,41000,,
f_f001026,2305280001,1,0,0,1,4,6140156066,보람산장,경남 하동군 화개면 쌍계로 537,,3344009,4885031026,2023-05-28 14:37,1,78000,,
f_f001026,2305280002,1,0,0,1,4,7388601374,구름카페(주),전남 광양시 진상면 성지로 2-19,전남 광양시 진상면 황죽리 122-4,3285029,4623034024,2023-05-28 15:57,1,5000,,
f_f001026,2305280003,1,0,0,1,4,4598500738,길스가든더로드101,경남 하동군 화개면 화개로 357,,3344020,4885031024,2023-05-28 16:45,1,65800,스티커;지리산꿀마늘빵;지리산크림라떼ICE;하동 녹차샌드 1박스;A-아메리카노HOT,
f_f001026,2305290001,1,0,0,1,4,8950801679,밤톨,경남 하동군 화개면 화개로 17-1,,3344020,4885031023,2023-05-29 10:09,1,37100,밤파이6SET;아몬드크리스피,
f_f001026,2305290003,1,0,0,1,4,2326500284,온담,전북 전주시 완산구 전주천동로 210,전북 전주시 완산구 다가동2가 181,3266066,4511111400,2023-05-29 14:37,1,87000,직각목살;온겹살;라면된장전골;갓지은밥;카스,
f_f001026,2305290007,1,0,0,1,4,4020366228,외할머니솜씨,전북 전주시 완산구 오목대길 81-8,전북 전주시 완산구 교동 97-1,4598265,4511111800,2023-05-29 16:02,1,16000,옛날 흑임자 팥빙수;곡물미숫가루,
f_f001026,2305270002,1,2,2,1,4,6099213423,경화농산,경남 창원시 진해구 진해대로636번길 8,경남 창원시 진해구 경화동 1181-49,4793480,4812913900,2023-05-27 14:20,1,3000,,
f_f001026,2305270003,1,2,2,1,4,6082067104,함안제일숯불갈비,경남 함안군 가야읍 중앙본길 32,경남 함안군 가야읍 말산리 280,4820513,4873025021,2023-05-27 17:22,1,107000,,
f_f001026,2305270002,3,3,3,0,4,,인생네컷,직전리 꽃단지,,,,,3,6000,,4885039000
f_f001026,2305280002,3,4,4,1,4,7308200349,(재)하동세계차엑스포조직위원회,경남 하동군 화개면 쌍계로 71-8,경남 하동군 화개면 탑리 541,3344009,4885031023,,1,6000,입장권,
f_f001059,2305210005,1,0,0,1,4,3220500884,자스민,강원 강릉시 난설헌로 105,강원 강릉시 포남동 945,3220009,4215011100,2023-05-21 12:16,1,57000,숙주돈가스&숙;명란돈가스(샐;새우오일파스타;오므라이스,
f_f001059,2305210002,2,0,0,1,4,3078517603,옥계(속초)휴게소,강원 강릉시 옥계면 동해고속도로 320,강원 강릉시 옥계면 주수리 88-5,1000026,4215035023,2023-05-21 09:48,1,3300,뽀로로밀크;모구모구)리치,
f_f001059,2305210006,6,2,2,0,4,,Lago family,Lago family 자전거 대여,,,,,5,20000,,4215013700
f_f001074,2306050002,1,0,0,1,2,5158500192,평사휴게소,경북 경산시 진량읍 경부고속도로 105,,1000001,4729025332,2023-06-05 15:04,1,13000,떡볶이;수제햄어묵바;수제오징어어묵바,
f_f001074,2306060001,1,0,0,1,2,,롯데리아,경북 경주시 보문로 465-67,,3305021,4713013600,2023-06-06 12:01,1,14800,새우세트;양념감자;불고기세트;양념감자,
f_f001074,2306060006,1,0,0,1,2,8431601479,어촌밥상,경북 경주시 북군길 15-5,경북 경주시 북군동 225-3,4715517,4713014000,2023-06-06 19:33,1,30000,고등어구이;고추장불고기,
f_f001074,2306060008,1,0,0,1,2,1142312236, BHC치킨,경북 경주시 포석로1050번길 35,경북 경주시 황남동 215-4,4716228,4713011000,2023-06-06 21:13,1,5000,탕후루,
f_f001074,2306070001,1,0,0,1,2,2218602540,아화전통국수,경북 경주시 북군길 25,경북 경주시 북군동 221,4715517,4713014000,2023-06-07 12:05,1,29000,고기국수;콩국수;고기만두;비빔밥,
f_f001074,2306070002,1,0,0,1,2,2956300466,신라명가(오능본점),경북 경주시 서라벌대로 229,경북 경주시 탑동 676-1,2305001,4713011300,2023-06-07 12:29,1,9000,라떼 HOT;아메 ICE,
f_f001074,2306050006,2,0,0,1,2,1142312236,BHC치킨,경북 경주시 포석로1050번길 35,경북 경주시 황남동 215-4,4716228,4713011000,2023-06-05 17:34,1,6000,슬러시,
f_f001074,2306060009,2,0,0,1,2,5051571402,GS25,경북 경주시 보문로 441,경북 경주시 신평동 436,3305021,4713013600,2023-06-06 21:52,1,6600,불닭볶음면대컵;코카제로레몬캔;누텔라&GO2200 ,
f_f001074,2306050005,3,0,0,1,2,4698200108,경주시시설관리공단,경북 경주시 황성공원로 29,경북 경주시 황성동 1022-1,3352714,4713012400,2023-06-05 16:34,1,12000,천마총;대릉원입장권,
f_f001074,2306050009,3,0,0,1,2,,경주 엑스포 공원,경북 경주시 경감로 614,,3305005,4713013500,2023-06-05 20:42,1,14000,입장권,
f_f001074,2306060002,3,0,0,1,2,5058201330,불국사주차장,경북 경주시 불국로 385,경북 경주시 진현동 15-1,3305029,4713013400,2023-06-06 13:10,1,4000,주차비;매장,
f_f001074,2306050004,2,1,1,1,2,5051094337,미니스톱,경북 경주시 태종로699번길 24-1,경북 경주시 노서동 133-12,4716211,4713010700,2023-06-05 16:13,1,3800,콘)벨기에초코;콘)믹스벨기에초코,
f_f001074,2306070001,2,1,1,1,2,5058502887,힐튼 경주,경북 경주시 보문로 484-7,경북 경주시 신평동 370,3305021,4713013600,2023-06-07 10:58,1,1000,,
f_f001074,2306070002,2,1,1,1,2,2956300466,신라명가(오능본점),경북 경주시 서라벌대로 229,경북 경주시 탑동 676-1,2305001,4713011300,2023-06-07 12:28,1,27000,찰보리빵,
f_f001074,2306060003,3,1,1,1,2,4118601799,경주시설관리공단,경북 경주시 황성공원로 29,경북 경주시 황성동 1022-1,3352714,4713012400,2023-06-06 15:31,1,2000,,
f_f001074,2306050010,1,2,2,1,2,6132652513,GS25,경북 경주시 태종로685번길 12,경북 경주시 노서동 241-14,4716210,4713010700,2023-06-05 22:05,1,15400,환타밀크소다;흥)족발편육;육개장큰사발;장인라면담백컵;필라이트후레쉬,
f_f001081,2305230004,1,0,0,0,2,,시니어가게,,,,,,3,5000,,4223012600
f_f001081,2305220005,1,0,0,1,2,,,,,,,2023-05-22 13:36,1,40000,꾹저구탕;은어튀김(중),
f_f001081,2305220010,1,0,0,1,2,4490901298,솔향초당손두부,강원 강릉시 초당순두부길 67,강원 강릉시 초당동 303-2,4460947,4215011200,2023-05-22 18:43,1,24000,해물뚝배기순두부;해물짬뽕순두부,
f_f001081,2305230002,1,0,0,1,2,2263302495,감자바우,강원 강릉시 금성로35번길 4,강원 강릉시 성남동 97-17,4460223,4215010800,2023-05-23 10:01,1,20000,순옹심이,
f_f001081,2305230005,1,0,0,1,2,2228507463,드롭탑,강원특별자치도 동해시 동해대로 6437,,2000023,5117012900,2023-05-23 10:55,1,4500,아메리카노(R)_휴,
f_f001081,2305230008,1,0,0,1,2,5522800543,삼정식당,강원 동해시 동굴로 123-2,강원 동해시 천곡동 901,3221015,4217010100,2023-05-23 18:36,1,18000,,
f_f001081,2305240003,1,0,0,1,2,2156800053,오대산비로봉식당,강원 평창군 진부면 오대산로 90,,3228020,4276036028,2023-05-24 12:10,1,26000,돌솥비빔밥,
f_f001081,2305240004,1,0,0,1,2,2238504038,태경산업 홍천강(춘천)휴게소,,,,,2023-05-24 13:47,1,4500,아메리카노(HOT),
f_f001081,2305220003,3,0,0,1,2,2268310063,오죽헌/시립박물관,강원 강릉시 율곡로3139번길 24,,4460817,4215013300,2023-05-22 11:07,1,6000,관람권,
f_f001081,2305240002,3,0,0,1,2,2268267609,월정사 ,강원 평창군 진부면 오대산로 374-8,,3228020,4276036027,2023-05-24 10:17,1,5000,주차비,
f_f001081,2305230002,2,1,1,1,2,1380241708,GS25,강원 강릉시 창해로 419,,3220043,4215011300,2023-05-23 07:26,1,2150,농)백산수;가나마일드,
f_f001081,2305240003,2,1,1,1,2,3309501584,푸른평창,강원 평창군 진부면 진벌1길 39,강원 평창군 진부면 상진부리 281-22,4484337,4276036022,2023-05-24 11:29,1,35000,,
f_f001081,2305230006,3,2,2,1,2,2228204577,동해시시설관리공단,강원 동해시 덕골길 10,,4463060,4217010100,2023-05-23 13:30,1,4000,입장권,
f_f001092,2306030001,1,0,0,1,1,1058749920,쿠산코리아(주) 신세계,경남 김해시 김해대로 2232,경남 김해시 외동 1264,2335001,4825010900,2023-06-03 15:00,1,23800,아비꼬,
f_f001092,2306030002,1,0,0,1,1,2018121515,스타벅스,경남 양산시 동면 양산대로 532,경남 양산시 동면 석산리 966,2000032,4833031026,2023-06-03 15:54,1,10000,,
f_f001092,2306040002,1,0,0,1,1,7018501981,해월당,경남 양산시 동면 양산대로 83,경남 양산시 동면 가산리 1183,2000032,4833031028,2023-06-04 11:19,1,35100,납짝이;햇감자;카페라떼(I);꿀유자스무디;미니 케이크,
f_f001092,2306040003,1,0,0,1,1,2118642619,아웃백,부산 동래구 온천장로 20,,3130032,2626010800,2023-06-04 15:18,1,108900,런치갈릭립아이;런치레몬치킨리조또;런치투움바파스타;허니머스타드 샐러드;치킨핑거 2개,
f_f001092,2306030002,1,0,0,2,1,2018121515,스타벅스,경남 양산시 동면 양산대로 532,경남 양산시 동면 석산리 966,2000032,4833031026,2023-06-03 15:55,1,24400,T)L 키위 라임 B;T)딸기요거트 B;I-T)돌체 라떼,
f_f001092,2306030001,2,1,1,1,1,1048191189,에프알엘코리아(주) 김해신세계점,경남 김해시 김해대로 2232,경남 김해시 외동 1264,2335001,4825010900,2023-06-03 14:22,1,29800,유니클로 여성(단품) 원피스,
f_f001092,2306040001,1,2,2,1,1,1403800349,교동면옥,경남 양산시 물금읍 물금중앙길 21,경남 양산시 물금읍 물금리 377-1,4814248,4833025321,2023-06-04 10:46,1,20000,,
f_f001092,2306030001,1,3,3,1,1,2068650913,이마트,경남 김해시 김해대로 2232,경남 김해시 외동 1264,2335001,4825010900,2023-06-03 15:09,1,26440,오븐에 구운 닭강정,
f_f001092,2306040001,6,4,4,1,1,6438501443,탑마트,경남 양산시 물금읍 물금중앙길 18,,4814248,4833025321,2023-06-04 10:06,1,1980,오뚜기)생얼음,
f_f001112,2306050001,1,0,0,0,3,,금수복국,중동1로43번길23,,,,,1,24000,,2635010600
f_f001112,2306050003,1,0,0,0,3,,성원정양대창 광안본점,광안로61번가길 4,,,,,1,55000,,2650010400
f_f001112,2306050002,3,0,0,0,3,,롯데월드 어드벤처 부산,동부산관광로42,,,,,1,118500,,2671025000
f_f001112,2306030005,1,0,0,1,3,1832901187,가야밀면,부산 중구 광복로 56-14,부산 중구 남포동2가 17-1,3125001,2611013700,2023-06-03 15:46,1,16000,물;비빔,
f_f001112,2306030008,1,0,0,1,3,6030156839,대정양곱창,부산 중구 중구로23번길 31,부산 중구 부평동2가 26-1,4175230,2611012400,2023-06-03 19:51,1,51000,,
f_f001112,2306040001,1,0,0,1,3,6074903791,주문진막국수,부산 동래구 사직로58번길 8,부산 동래구 사직동 92-1,4190230,2626010900,2023-06-04 12:34,1,23000,,
f_f001112,2306040003,1,0,0,1,3,5453900051,행복식당(2호점),부산 해운대구 해운대해변로265번길 9,부산 해운대구 우동 1386,4199299,2635010500,2023-06-04 20:53,1,75000,회+조개구이(소);소주;음료수;서비스해물라면,
f_f001112,2306040002,3,0,0,1,3,,,,,,,2023-06-04 14:00,1,35000,관람권,
f_f001116,2305260002,1,0,0,1,2,1078657147,스토리웨이,경기 수원시 권선구 덕영대로 960,경기 수원시 권선구 세류동 285-2,3012001,4111312600,2023-05-26 14:20,1,3500,프리미엄꼬치어묵,
f_f001116,2305280001,1,0,0,1,2,2250917476,원조식당,경북 칠곡군 가산면 인동가산로 686,경북 칠곡군 가산면 학하리 357-1,3308087,4785033043,2023-05-28 13:40,1,18000,,
f_f001116,2305280002,1,0,0,1,2,1967300232,카페미술관,경북 구미시 인동50길 15,,4724763,4719012000,2023-05-28 13:53,1,30100,콘치즈소금빵;몽블랑;황치즈쿠키;소금빵;아메리카노(ICED),
f_f001116,2305280004,1,0,0,1,2,5131929048,봉구스밥버거,경북 구미시 인동36길 10,경북 구미시 진평동 67-4,4724754,4719012300,2023-05-28 19:41,1,13800,봉구스;햄치즈;봉구킹,
f_f001116,2305280004,1,1,1,1,2,6400802670,나이스마트 구평점,경북 구미시 인동36길 26,경북 구미시 진평동 98-2,4724754,4719012300,2023-05-28 19:56,1,31080,수박;오징어회(국내산);델몬트오렌지;엔요,
f_f001116,2305290003,2,3,3,1,2,,2피자 1치킨 상회,,,,,2023-05-29 13:24,1,30900,"구미랭킹1위&가성비1위-피자+치킨,메가톤콤비네이션피자,치즈크러스트,순살양념치킨;배달팁",
f_f001116,2305270001,3,6,6,0,2,,의성펫월드,안계리 155-13,,,,,1,25000,,4773042000
f_f001117,2305270001,1,0,0,1,3,8071201679,GS25,충북 충주시 동량면 김생로 58,충북 충주시 동량면 용교리 283-3,3238007,4313040026,2023-05-27 01:05,1,22250,삿뽀로캔;롯데)키스틱;Y)치즈소시지;충주종량,
f_f001117,2305280002,1,0,0,1,3,3040879706,롯데리아,충북 제천시 풍양로13길 5,충북 제천시 중앙로1가 119,4518096,4315010600,2023-05-28 18:39,1,17000,새우세트;양념감자;더블 데리세트;내츄치즈스틱,
f_f001117,2305270005,2,0,0,1,3,5078204366,남울진농협 기성지점 하나로마트,경북 울진군 기성면 척산길 29,경북 울진군 기성면 척산리 213-3,4775328,4793035021,2023-05-27 13:04,1,13260,갈아만든 배;환타파인;맥심 T.O.P. 스위트아메리카노;맥스봉치즈;맥심 T.O.P. 마스터라떼,
f_f001117,2305270006,1,0,0,2,3,3293900459,신짬뽕,경북 울진군 기성면 척산길 112,경북 울진군 기성면 척산리 65,4775328,4793035021,2023-05-27 13:48,1,71000,,
f_f001117,2305280002,1,0,0,2,3,7652201603,걸신특별한만두내토시장점,충북 제천시 독순로 86-1,충북 제천시 중앙로2가 139-1,3239015,4315010700,2023-05-28 18:32,1,11000,,
f_f001117,2305270006,2,1,1,1,3,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-17 00:00,1,39800,"GLOVEO클래식 헬멧 고글 레트로 버블 쉴드 소형,실버",
f_f001117,2305270002,6,1,1,1,3,2208742885,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-27 00:42,3,45000,충주발리,
f_f001117,2305270006,2,1,1,2,3,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-04-24 00:00,1,12090,묶음추 원투채비 묶음 바늘 바다 백조기 낚시용품8호 외 2건,
f_f001117,2305270006,2,1,1,3,3,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-23 00:00,1,24400,치즈 팬츠 시리즈,
f_f001124,2305250003,1,0,0,1,4,7192400191,둔내역한우(본관),강원 횡성군 둔내면 고원로 117,강원 횡성군 둔내면 자포곡리 421,3013025,4273033027,2023-05-25 13:33,1,245870,한우모듬로스;소주;음료수;한우살치살;물냉면;비빔냉면,
f_f001124,2305250004,2,0,0,1,4,2248200484,둔내농협하나로마트,강원 횡성군 둔내면 둔내로 76-4,,3226016,4273033027,2023-05-25 13:49,1,36020,청포도;롯데)스낵4번들;방울토마토;참리빙종이컵(NH);나이스소독저(애런),
